Group_ID,Group_name,Short_name
46,"Home Theater Systems; Outdoor Lighting; Interior Accessories; Office Electronics; MP3 Accessories & Docking Stations; Hair Care; Home & Garden; Travel Accessories; Office & Business Software; School Supplies; Bath & Skin Care; Art Supplies; Accessories; DJ & Lighting Equipment; Generators; Personal Care; Car Video & Back-Up Cameras; Shower Curtains & Accessories; Tire Accessories; Office Supplies; Film Cameras & Accessories; Home Office Furniture; Desk Accessories; Jewelry and Accessories; Home Improvement; Office Furniture; Dolls & Accessories; Oral Care; Car Seats & Strollers; Car Security & Remote Start; TV & Home Theater Services; Canvas Wall Art; Bedding Accessories; Personal Care & Beauty; Art Gallery; Home Energy Technology; Audio & Home Theater; Home Health Care; Car Installation Parts; Computers & Accessories; Office & School Supplies; Vacuum Cleaners & Floor Care; iPod & MP3 Players; Skin Care; Baby Bath & Skin Care; Track Lighting & Accessories; Paint & Home Décor; Business Office Furniture; Office Products; Car Audio; Home Security & Monitoring; Exterior Accessories; Arts & Crafts; Binders & Accessories; Lighting; Home Entertainment; Home Audio & Theater; Jewelry Boxes & Accessories; iPods & MP3 Players; Printers & Office Machines; Office; Office Technology; Office Supplies & Equipment; Home Audio; Home Office Equipment; Smartphone & iPod Car Connectors; Home Decor; Car Care & Maintenance; General Office Supplies; Gardening & Lawn Care; Home Health & Mobility; Home Accents; Wall Lighting; Computer Accessories; Pretend Play, Arts & Crafts; Car Seats; Wall Art & Coverings; Home; Ceiling Lighting; Art & School Supplies; Swimming Pools & Accessories","School, Office, Home, Care, Car, iPod"
47,Home Theater Systems; DJ & Lighting Equipment; Outdoor Power Equipment; Home & Garden; Office & Business Software; Office Electronics; Golf Equipment; Tools & Equipment; Office Supplies; Medical Supplies & Equipment; TV & Home Theater Services; Home Improvement; Office Furniture; Home Office Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Office & School Supplies; Exercise Equipment; Paint & Home Décor; Business Office Furniture; Office Products; Home Security & Monitoring; Home Entertainment; Home Audio & Theater; Printers & Office Machines; Office; Office Technology; Office Supplies & Equipment; Home Audio; Recording Equipment; Home Decor; General Office Supplies; Home Health & Mobility; Home Accents; Home; Home Office Equipment,"Equipment, Office, Home"
48,Home Theater Systems; Office Electronics; Home & Garden; Office & Business Software; Office Supplies; Home Office Furniture; Home Improvement; Office Furniture; TV & Home Theater Services; Home Energy Technology; Audio & Home Theater; Home Health Care; Office & School Supplies; Home Accents; Paint & Home Décor; Business Office Furniture; Office Products; Home Security & Monitoring; Home Entertainment; Home Audio & Theater; Printers & Office Machines; Office; Office Technology; Office Supplies & Equipment; Home Audio; Home Office Equipment; Home Decor; General Office Supplies; Home Health & Mobility; Health & Fitness Technology; Home,"Technology, Office, Home"
49,Home Theater Systems; Office Electronics; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; Office Supplies; TV & Home Theater Services; Home Improvement; Office Furniture; Home & Garden; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Kids' Furniture; Furniture & Décor; Office & School Supplies; Paint & Home Décor; Business Office Furniture; Office Products; Furniture & Decor; Home Security & Monitoring; Accent Furniture; Bathroom Furniture; Printers & Office Machines; Home Entertainment; Home Audio & Theater; Kitchen & Dining Furniture; Office; Office Technology; Office Supplies & Equipment; Home Audio; Patio Furniture; Nursery Furniture; Home Decor; General Office Supplies; Home Health & Mobility; Home Accents; Home; Furniture; Office & Business Software; Home Office Equipment,"Furniture, Office, Home"
50,"Software & PC Games; Office & School Supplies; Printers & Office Machines; Office Furniture; Office Technology; Office Supplies & Equipment; Office & Business Software; Home Office Equipment; Computers, Hardware & Software; General Office Supplies; Home Office Furniture; Business Office Furniture; Office Products; Office Electronics; Office; Software; Office Supplies; Business Cases","Software, Business, Office"
51,Office Electronics; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; Office Supplies; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Printers & Office Machines; Kids' Furniture; Furniture & Décor; Office & School Supplies; Business Office Furniture; Office Products; Furniture & Decor; Accent Furniture; Bathroom Furniture; Business Cases; Kitchen & Dining Furniture; Office; Office Technology; Office Supplies & Equipment; Patio Furniture; Nursery Furniture; General Office Supplies; Furniture; Office & Business Software; Home Office Equipment,"Furniture, Business, Office"
52,Laptops; Laptop & Netbook Cases; Business Cases; Cases & Planners; Laptops Tablets and Ultrabooks,"Laptops, Netbook, Cases, Planners"
53,"iPad, Tablets & eReaders; Laptops; iPad, Tablets & E-Readers; Laptop & Netbook Cases; Laptops Tablets and Ultrabooks","Ultrabooks, Tablets, Laptops"
54,"iPad, Tablets & eReaders; iPad, Tablets & E-Readers; Laptops Tablets and Ultrabooks","iPad, Readers, Tablets"
55,"iPad, Tablets & eReaders; iPad, Tablets & E-Readers; Laptops Tablets and Ultrabooks","iPad, eReaders, Tablets"
56,"Office Electronics; Bath & Skin Care; Kids Electronics; Pet Jewelry; Car Video & Back-Up Cameras; Dolls & Accessories; Oral Care; Toys & Hobbies; TV & Home Theater Services; Eco-Friendly Pet Supplies; Lighting; Home Security & Monitoring; Audio & Home Theater; Tire Accessories; Shower Curtains & Accessories; Wall Lighting; MP3 Accessories & Docking Stations; Baby Toys; Office Products; Crafts; Pet Training; Office Supplies & Equipment; Accessories; Learning Toys & Musical Instruments; Pet Beds; Development & Learning Toys; Home Office Equipment; Pet Clean Up; Pets; Home & Garden; Art Supplies; Office Supplies; Pet Gates & Doors; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Pet Apparel; Pet Lover's Gifts; Pet Toys; Computers & Accessories; Home Energy Technology; Fishing & Marine; Pet Stairs & Ramps; Office & School Supplies; Skin Care; Pet Supplies; Pet Grooming; Pet Memorials; Crafts & Sewing; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Pet Occasions & Holidays; Outdoor Lighting; DJ & Lighting Equipment; Car Seats & Strollers; Travel Accessories; Office & Business Software; Car Installation Parts; Craft Lover's Gifts; Hair Care; Bikes & Riding Toys; Office Furniture; Art Gallery; Stuffed Animals & Plush Toys; Bedding Accessories; Bikes and Riding Toys; Pet Houses; Wall Art & Coverings; Vacuum Cleaners & Floor Care; Business Office Furniture; iPods & MP3 Players; Activities & Toys; Paint & Home Décor; Printers & Office Machines; Office; Electronic Toys; Ceiling Lighting; General Office Supplies; Toys; Home Theater Systems; Interior Accessories; Pet Carriers & Travel; Canvas Wall Art; Arts & Crafts; Auto Electronics; Personal Care; Electronics; Jewelry and Accessories; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Personal Care & Beauty; Home Health Care; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Vehicles & Remote Control Toys; Desk Accessories; Exterior Accessories; Home Accents; Marine Electronics; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Pretend Play, Arts & Crafts; Car Seats; Art & School Supplies","Toys, Electronics, Office, Home, Care"
57,Home Theater Systems; Office Electronics; Baby Safety; Office & School Supplies; Home & Garden; Kids' Luggage & Bags; Bath & Skin Care; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Kids; Personal Care; Electronics; Baby Clothing; Office Supplies; TV & Home Theater Services; Home Improvement; Office Furniture; Oral Care; Baby Furniture; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Office & Business Software; Baby; Home Energy Technology; Audio & Home Theater; Home Health Care; Gifts for Baby; Kids' Furniture; Baby & Kids Furniture; Baby Gifts; Vacuum Cleaners & Floor Care; Skin Care; Auto Electronics; Baby Bath & Skin Care; Paint & Home Décor; Baby Toys; Baby & Toddler Feeding; Business Office Furniture; Office Products; Home Security & Monitoring; Kids' & Teen Bedding; Kids Bedroom Furniture; Home Entertainment; Home Audio & Theater; Baby Registry; Printers & Office Machines; Office; Office Technology; Office Supplies & Equipment; Marine Electronics; Electronic Toys; Baby Gear; Car Care & Maintenance; General Office Supplies; Gardening & Lawn Care; Home Health & Mobility; Home Accents; Hair Care; Baby & Kids Bedding; Home Decor; Kids & Family Gaming; Home Audio; Home; Home Office Equipment,"Baby, Kids, Electronics, Office, Home"
58,Office Electronics; Bed Pillows; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Car Video & Back-Up Cameras; Dolls & Accessories; Oral Care; TV & Home Theater Services; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Tire Accessories; Shower Curtains & Accessories; Kids' Furniture; Kids; Bedding & Bath; MP3 Accessories & Docking Stations; Office Products; Office Supplies & Equipment; Accessories; Baby & Kids Bedding; Down Bedding; Pet Beds; Home Office Equipment; Home & Garden; Office Supplies; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Computers & Accessories; Home Energy Technology; Office & School Supplies; Skin Care; Kids' & Teen Bedding; Exterior Accessories; Home Entertainment; Home Audio & Theater; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Hair Care; Office Furniture; Bedding Accessories; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Business Office Furniture; Auto Electronics; Baby & Kids D�cor; Paint & Home Décor; Printers & Office Machines; Office; Electronic Toys; General Office Supplies; Kids & Family Gaming; Home Theater Systems; Interior Accessories; Bedding; Baby Bedding; Kids Bedroom Furniture; Personal Care; Electronics; Jewelry and Accessories; Fashion Bedding; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Bedding & Décor; Home Health Care; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Desk Accessories; iPods & MP3 Players; Home Accents; Marine Electronics; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Car Seats,"Bedding, Kids, Electronics, Office, Home"
59,Office Electronics; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Office & School Supplies; Game Room Furniture; Electronics; Office Supplies; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Home Office Equipment; Kids' Furniture; Furniture & Décor; Kids; Business Office Furniture; Office Products; Furniture & Decor; Accent Furniture; Kids' & Teen Bedding; Bathroom Furniture; Baby & Kids D�cor; Kids' Luggage & Bags; Printers & Office Machines; Auto Electronics; Kitchen & Dining Furniture; Office; Office Technology; Office Supplies & Equipment; Marine Electronics; Patio Furniture; Nursery Furniture; General Office Supplies; Baby & Kids Bedding; Kids & Family Gaming; Furniture; Office & Business Software; Electronic Toys,"Furniture, Kids, Electronics, Office"
60,Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Game Room Furniture; Office Furniture; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Kids' Furniture; Furniture & Décor; Kids; Business Office Furniture; Furniture & Decor; Accent Furniture; Kids' & Teen Bedding; Bathroom Furniture; Baby & Kids D�cor; Kids' Luggage & Bags; Kitchen & Dining Furniture; Patio Furniture; Nursery Furniture; Baby & Kids Bedding; Kids & Family Gaming; Bedroom; Furniture,"Furniture, Bedroom, Kids"
61,"Games & Puzzles; Lawn Games; Kids' Luggage & Bags; Baby & Kids Furniture; Kids Electronics; Kids Bedroom Furniture; Kids' & Teen Room; Game Downloads; Game Room Furniture; Game Room; Video Games; Kids Playroom Furniture; Video Game Trade-In; Kids' Furniture; Software & PC Games; Kids; PC Gaming; Classic Video Game Systems; Kids' & Teen Bedding; Baby & Kids D�cor; Outdoor Games & Play; Games, Puzzles & Cards; Board & Family Games; Video Games & Systems; Baby & Kids Bedding; Kids & Family Gaming; PC & Video Games","Games, Family, Kids, Downloads"
62,"Software & PC Games; Video Games; Games, Puzzles & Cards; Game Room; PC Gaming; Board & Family Games; Classic Video Game Systems; Game Downloads; Games & Puzzles; Kids & Family Gaming; Video Game Trade-In; Video Games & Systems; Game Room Furniture; Outdoor Games & Play; PC & Video Games; Lawn Games","Games, Board, Family"
63,Baby Safety; Kids' Luggage & Bags; Baby Bedding; Kids Electronics; Baby & Kids D�cor; Kids' & Teen Room; Kids; Baby Clothing; Baby Furniture; Kids Playroom Furniture; Baby; Gifts for Baby; Kids' Furniture; Baby & Kids Furniture; Baby Gifts; Baby Bath & Skin Care; Baby Toys; Baby & Toddler Feeding; Kids' & Teen Bedding; Kids Bedroom Furniture; Baby Registry; Outdoor D�cor; Baby Gear; Baby & Kids Bedding; Kids & Family Gaming,"Baby, cor, Kids"
64,Office Electronics; Outdoor Power Equipment; Outdoor Party; Bath & Skin Care; Kids Electronics; Kids' & Teen Room; Car Video & Back-Up Cameras; Dolls & Accessories; Oral Care; TV & Home Theater Services; Lighting; Office & Business Software; Home Security & Monitoring; Audio & Home Theater; Wall Lighting; Tire Accessories; Shower Curtains & Accessories; Kids' Furniture; Kids; MP3 Accessories & Docking Stations; Office Products; Office Supplies & Equipment; Accessories; Outdoors & Recreation; Baby & Kids Bedding; Electronic Toys; Sports & Outdoor Recreation; Home & Garden; Office Supplies; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Computers & Accessories; Home Energy Technology; Office & School Supplies; Skin Care; Grills & Outdoor Cooking; Awnings & Outdoor Shading; Outdoors; Kids' & Teen Bedding; Patio & Outdoor Decor; Exterior Accessories; Outdoor Games & Play; Home Entertainment; Home Audio & Theater; Outdoor Play; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Home Theater Systems; DJ & Lighting Equipment; Car Seats & Strollers; Travel Accessories; Kids' Luggage & Bags; Car Installation Parts; Hair Care; Office Furniture; Bedding Accessories; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Business Office Furniture; Auto Electronics; Kids Bedroom Furniture; Paint & Home Décor; Printers & Office Machines; Office; Home Office Equipment; Ceiling Lighting; General Office Supplies; Kids & Family Gaming; Outdoor Living; Outdoor Lighting; Interior Accessories; Baby & Kids D�cor; Personal Care; Electronics; Outdoor Cooking; Jewelry and Accessories; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Home Health Care; Sports & Outdoors; Bouncers & Outdoor Play; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Outdoor Heating; Car Audio; Desk Accessories; iPods & MP3 Players; Outdoor D�cor; Home Accents; Marine Electronics; Car Care & Maintenance; Outdoor Recreation; Gardening & Lawn Care; Home Health & Mobility; Car Seats,"Outdoor, cor, Kids, Electronics, Office"
65,"Bags; Baby & Kids Furniture; Kids; Kids' & Teen Room; Specialty Bags; Kids' Luggage & Bags; Luggage; Luggage & Bags; Kids Electronics; Luggage, Bags & Travel; Backpacks & Bags; Kids Playroom Furniture; Baby & Kids D�cor; Kids & Family Gaming; Kids' & Teen Bedding; Kids Bedroom Furniture; Baby & Kids Bedding; Kids' Furniture","Luggage, Bags, Kids, Backpacks"
